{'outOfRailTime': 0.2806015345455888, 'outOfRailVelocity': 16.13480890055026, 'apogeeTime': 25.065817552032605, 'apogeeAltitude': 2673.41521003055, 'apogeeX': 484.77515788110844, 'apogeeY': 66.50415976223242, 'impactTime': 183.99545498663701, 'impactX': 751.2603766357377, 'impactY': 52.16696671511411, 'impactVelocity': -9.437972330431213, 'initialStaticMargin': 1.6927187630919942, 'outOfRailStaticMargin': 1.7407379404377754, 'finalStaticMargin': 2.4730595727321036, 'numberOfEvents': 2, 'executionTime': 2.046875, 'maxVelocity': 214.5946254149264, 'drogueTriggerTime': 23.580952380952382, 'drogueInflatedTime': 24.03641659506704, 'drogueInflatedVelocity': 21.43661658536545}
{'outOfRailTime': 0.34634484482017946, 'outOfRailVelocity': 15.23385213935784, 'apogeeTime': 23.861101903670743, 'apogeeAltitude': 2305.1067270903627, 'apogeeX': 508.6457733648512, 'apogeeY': 66.27156404348092, 'impactTime': 182.59441162170953, 'impactX': 925.0165096960643, 'impactY': 198.88875312874123, 'impactVelocity': -8.007369976945448, 'initialStaticMargin': 1.944193636854167, 'outOfRailStaticMargin': 1.9920738467676244, 'finalStaticMargin': 2.695785812737308, 'numberOfEvents': 2, 'executionTime': 1.65625, 'maxVelocity': 192.46092033844474, 'drogueTriggerTime': 22.42857142857143, 'drogueInflatedTime': 23.397547651051624, 'drogueInflatedVelocity': 22.908239934182244}
{'outOfRailTime': 0.28620136099184235, 'outOfRailVelocity': 18.732782167642608, 'apogeeTime': 29.11277162630638, 'apogeeAltitude': 3780.5260273578597, 'apogeeX': 529.9983746026865, 'apogeeY': 241.55898008733905, 'impactTime': 240.07372817276874, 'impactX': 1070.6652769567943, 'impactY': 62.53405359417086, 'impactVelocity': -9.260948546367915, 'initialStaticMargin': 1.6195558204791087, 'outOfRailStaticMargin': 1.6584655082419926, 'finalStaticMargin': 2.314823944489706, 'numberOfEvents': 2, 'executionTime': 2.703125, 'maxVelocity': 269.63549659821297, 'drogueTriggerTime': 27.523809523809526, 'drogueInflatedTime': 27.905536231225483, 'drogueInflatedVelocity': 22.008671594978825}
{'outOfRailTime': 0.2974794052191918, 'outOfRailVelocity': 16.156335293937293, 'apogeeTime': 26.829208290513517, 'apogeeAltitude': 3050.3684084872584, 'apogeeX': 567.024990086124, 'apogeeY': 128.27319669937359, 'impactTime': 209.1914567714, 'impactX': 976.9379480911939, 'impactY': -2.7049602239028414, 'impactVelocity': -10.210915151454937, 'initialStaticMargin': 1.9838202345858469, 'outOfRailStaticMargin': 2.02916640146043, 'finalStaticMargin': 2.793852029995032, 'numberOfEvents': 2, 'executionTime': 2.390625, 'maxVelocity': 231.4189624134728, 'drogueTriggerTime': 25.161904761904765, 'drogueInflatedTime': 25.729504948049374, 'drogueInflatedVelocity': 23.818633858039}
{'outOfRailTime': 0.313899618058434, 'outOfRailVelocity': 14.830220497823458, 'apogeeTime': 24.185989540022696, 'apogeeAltitude': 2376.7846704074086, 'apogeeX': 514.0034438460086, 'apogeeY': 195.68967467949616, 'impactTime': 164.85146005799695, 'impactX': 757.4036487370242, 'impactY': 186.96873565965896, 'impactVelocity': -9.038458031186423, 'initialStaticMargin': 2.304853382953895, 'outOfRailStaticMargin': 2.3381001041884013, 'finalStaticMargin': 2.8392921842578405, 'numberOfEvents': 2, 'executionTime': 1.703125, 'maxVelocity': 195.7664938029837, 'drogueTriggerTime': 22.65714285714286, 'drogueInflatedTime': 23.27805095053638, 'drogueInflatedVelocity': 24.7609584336155}
{'outOfRailTime': 0.27422318967010495, 'outOfRailVelocity': 17.482401505533467, 'apogeeTime': 28.911320714318023, 'apogeeAltitude': 3811.0510060984916, 'apogeeX': 730.2171091385774, 'apogeeY': 291.49304136057043, 'impactTime': 238.53637544084927, 'impactX': 1863.4850715432249, 'impactY': 454.6176403641407, 'impactVelocity': -10.132919285406677, 'initialStaticMargin': 2.283258160600687, 'outOfRailStaticMargin': 2.3171192088850323, 'finalStaticMargin': 2.973231247684315, 'numberOfEvents': 2, 'executionTime': 2.71875, 'maxVelocity': 275.72968927230465, 'drogueTriggerTime': 27.666666666666668, 'drogueInflatedTime': 28.925358551703194, 'drogueInflatedVelocity': 27.23271853183869}
{'outOfRailTime': 0.32368185561353824, 'outOfRailVelocity': 14.981121436363324, 'apogeeTime': 24.98602057315952, 'apogeeAltitude': 2520.7770191637956, 'apogeeX': 489.9618268409088, 'apogeeY': 149.0407502597248, 'impactTime': 176.23191934863925, 'impactX': 733.4831438009496, 'impactY': 253.9299193093894, 'impactVelocity': -8.941681526925198, 'initialStaticMargin': 2.4635616260267477, 'outOfRailStaticMargin': 2.49792407083502, 'finalStaticMargin': 3.02309406259694, 'numberOfEvents': 2, 'executionTime': 1.84375, 'maxVelocity': 201.77232126242535, 'drogueTriggerTime': 23.44761904761905, 'drogueInflatedTime': 24.011523239773258, 'drogueInflatedVelocity': 22.89296382254302}
{'outOfRailTime': 0.2860853534712715, 'outOfRailVelocity': 16.735224343652018, 'apogeeTime': 29.21028893075584, 'apogeeAltitude': 3754.9723881697637, 'apogeeX': 731.0785955583358, 'apogeeY': 158.1656045630879, 'impactTime': 249.26104222444005, 'impactX': 1894.3512178210892, 'impactY': 314.3618899721338, 'impactVelocity': -8.7890547286514, 'initialStaticMargin': 2.2149092356454876, 'outOfRailStaticMargin': 2.2488365541319975, 'finalStaticMargin': 2.9010778668694868, 'numberOfEvents': 2, 'executionTime': 2.65625, 'maxVelocity': 267.2379729245052, 'drogueTriggerTime': 27.809523809523814, 'drogueInflatedTime': 28.624492101793265, 'drogueInflatedVelocity': 26.499996914254346}
{'outOfRailTime': 0.32706281131459003, 'outOfRailVelocity': 15.441518845046836, 'apogeeTime': 25.644857810176802, 'apogeeAltitude': 2732.5279619703615, 'apogeeX': 460.0532117796097, 'apogeeY': 166.18534370865527, 'impactTime': 205.34899426286378, 'impactX': 589.4148396633592, 'impactY': 19.82527385890093, 'impactVelocity': -8.209264685938727, 'initialStaticMargin': 1.9819766471639229, 'outOfRailStaticMargin': 2.0322070533813044, 'finalStaticMargin': 2.8466806371765423, 'numberOfEvents': 2, 'executionTime': 2.328125, 'maxVelocity': 212.40464253162406, 'drogueTriggerTime': 24.190476190476193, 'drogueInflatedTime': 25.185322420619265, 'drogueInflatedVelocity': 19.88880791416795}
{'outOfRailTime': 0.31526945496871184, 'outOfRailVelocity': 17.600082764654278, 'apogeeTime': 27.93325463412723, 'apogeeAltitude': 3400.0352703713743, 'apogeeX': 547.7335557245361, 'apogeeY': 238.28224361054532, 'impactTime': 243.59608890797696, 'impactX': 1149.6818130861584, 'impactY': 386.8590153301032, 'impactVelocity': -7.991566157047961, 'initialStaticMargin': 2.2843179997667558, 'outOfRailStaticMargin': 2.334639300915564, 'finalStaticMargin': 3.2112252960009986, 'numberOfEvents': 2, 'executionTime': 2.515625, 'maxVelocity': 252.7118000353459, 'drogueTriggerTime': 26.41904761904762, 'drogueInflatedTime': 27.305762040720197, 'drogueInflatedVelocity': 22.09364780767593}
{'outOfRailTime': 0.3146039179671253, 'outOfRailVelocity': 17.257725143809694, 'apogeeTime': 25.09047696951274, 'apogeeAltitude': 2656.4096508887296, 'apogeeX': 589.5584649103748, 'apogeeY': 325.99143987128934, 'impactTime': 182.59968271244404, 'impactX': 688.831361126734, 'impactY': 327.1396366579209, 'impactVelocity': -9.305885165357404, 'initialStaticMargin': 2.561137334821332, 'outOfRailStaticMargin': 2.6128025540621156, 'finalStaticMargin': 3.3250937456873064, 'numberOfEvents': 2, 'executionTime': 1.921875, 'maxVelocity': 211.7472940201381, 'drogueTriggerTime': 23.46666666666667, 'drogueInflatedTime': 23.662471802000184, 'drogueInflatedVelocity': 30.138771611163264}
{'outOfRailTime': 0.2759474838490923, 'outOfRailVelocity': 18.003182284024223, 'apogeeTime': 29.33303419061763, 'apogeeAltitude': 3817.4964987109133, 'apogeeX': 840.5465143039092, 'apogeeY': 366.90757895142946, 'impactTime': 241.8735993564276, 'impactX': 1611.4060761350045, 'impactY': 541.1124920741676, 'impactVelocity': -9.772303320438334, 'initialStaticMargin': 2.466409524359809, 'outOfRailStaticMargin': 2.4942137165665867, 'finalStaticMargin': 2.9756165030580815, 'numberOfEvents': 2, 'executionTime': 2.828125, 'maxVelocity': 269.54139297345756, 'drogueTriggerTime': 27.800000000000004, 'drogueInflatedTime': 28.255069972957983, 'drogueInflatedVelocity': 32.59645810675345}
{'outOfRailTime': 0.31437115647573266, 'outOfRailVelocity': 17.540553095645667, 'apogeeTime': 28.33870673821342, 'apogeeAltitude': 3450.596208818136, 'apogeeX': 677.1879614405061, 'apogeeY': 259.2910920649341, 'impactTime': 222.6413839338938, 'impactX': 1171.7656656224667, 'impactY': 109.4991744420714, 'impactVelocity': -9.135033935617784, 'initialStaticMargin': 2.4818339345315876, 'outOfRailStaticMargin': 2.526774956052622, 'finalStaticMargin': 3.274244572197884, 'numberOfEvents': 2, 'executionTime': 2.421875, 'maxVelocity': 246.81078110761518, 'drogueTriggerTime': 26.80952380952381, 'drogueInflatedTime': 27.76482193515965, 'drogueInflatedVelocity': 26.559968343323632}
{'outOfRailTime': 0.29488065205472874, 'outOfRailVelocity': 15.296261287240958, 'apogeeTime': 25.48671463175392, 'apogeeAltitude': 2752.583746341343, 'apogeeX': 604.2378593689484, 'apogeeY': 171.51083416808743, 'impactTime': 195.66700769920985, 'impactX': 952.3093474860754, 'impactY': 286.33601505013434, 'impactVelocity': -8.715067557684955, 'initialStaticMargin': 1.9847783150449987, 'outOfRailStaticMargin': 2.017599898930132, 'finalStaticMargin': 2.5536904351656338, 'numberOfEvents': 2, 'executionTime': 1.890625, 'maxVelocity': 215.32414740193911, 'drogueTriggerTime': 24.142857142857146, 'drogueInflatedTime': 25.9487188522446, 'drogueInflatedVelocity': 25.70705958480707}
{'outOfRailTime': 0.34980530364185825, 'outOfRailVelocity': 15.303136140782195, 'apogeeTime': 26.806910951613396, 'apogeeAltitude': 2953.9882533343734, 'apogeeX': 723.2781011316707, 'apogeeY': 289.534032898496, 'impactTime': 201.2764660143521, 'impactX': 1005.6950659524315, 'impactY': 110.08364979515855, 'impactVelocity': -9.884027608178243, 'initialStaticMargin': 1.3673578364414558, 'outOfRailStaticMargin': 1.4159027926375736, 'finalStaticMargin': 2.2498222661789327, 'numberOfEvents': 2, 'executionTime': 2.3125, 'maxVelocity': 221.1268612530027, 'drogueTriggerTime': 25.542857142857144, 'drogueInflatedTime': 27.05667820744982, 'drogueInflatedVelocity': 30.268770461469966}
{'outOfRailTime': 0.33576224597363136, 'outOfRailVelocity': 15.365724690222228, 'apogeeTime': 25.034244472053057, 'apogeeAltitude': 2580.9619402268595, 'apogeeX': 598.7690183664961, 'apogeeY': 340.0482121078692, 'impactTime': 172.09433296140253, 'impactX': 712.8376711400609, 'impactY': 362.4248678708202, 'impactVelocity': -9.72492802340395, 'initialStaticMargin': 2.3538287839662924, 'outOfRailStaticMargin': 2.4025225969626964, 'finalStaticMargin': 3.1708030610405706, 'numberOfEvents': 2, 'executionTime': 1.9375, 'maxVelocity': 206.15097311006846, 'drogueTriggerTime': 23.6, 'drogueInflatedTime': 25.01593798097165, 'drogueInflatedVelocity': 28.71263968752534}
{'outOfRailTime': 0.3089213657127323, 'outOfRailVelocity': 16.659024506501396, 'apogeeTime': 26.761389782591692, 'apogeeAltitude': 3065.3711039848113, 'apogeeX': 601.7400515325746, 'apogeeY': 317.1553908382281, 'impactTime': 204.69059677314337, 'impactX': 951.1507471862471, 'impactY': 200.02937295366283, 'impactVelocity': -8.589840940840967, 'initialStaticMargin': 1.5506440978813198, 'outOfRailStaticMargin': 1.5981861879261414, 'finalStaticMargin': 2.365413068941455, 'numberOfEvents': 2, 'executionTime': 2.015625, 'maxVelocity': 231.2976375228812, 'drogueTriggerTime': 25.333333333333336, 'drogueInflatedTime': 26.491773813224693, 'drogueInflatedVelocity': 25.859773431263285}
{'outOfRailTime': 0.32976879996935393, 'outOfRailVelocity': 15.070053560135884, 'apogeeTime': 27.020892503516176, 'apogeeAltitude': 2934.041985661799, 'apogeeX': 659.7738234289428, 'apogeeY': 105.91186903716775, 'impactTime': 194.99379604126608, 'impactX': 996.6750692531131, 'impactY': 97.06459627324259, 'impactVelocity': -8.979493331671897, 'initialStaticMargin': 3.6182686905454187, 'outOfRailStaticMargin': 3.6505332115259335, 'finalStaticMargin': 4.1839807036766965, 'numberOfEvents': 2, 'executionTime': 2.140625, 'maxVelocity': 217.91903099971245, 'drogueTriggerTime': 25.44761904761905, 'drogueInflatedTime': 25.722576924976313, 'drogueInflatedVelocity': 28.449546238011283}
{'outOfRailTime': 0.35439634969315165, 'outOfRailVelocity': 13.881368388089047, 'apogeeTime': 21.826463771792046, 'apogeeAltitude': 1850.139111597512, 'apogeeX': 502.18404894713393, 'apogeeY': 286.1034624768293, 'impactTime': 150.43295896033467, 'impactX': 554.8693715749273, 'impactY': 321.6711446792755, 'impactVelocity': -8.551419147425019, 'initialStaticMargin': 2.9652032179501053, 'outOfRailStaticMargin': 3.006324417391344, 'finalStaticMargin': 3.5594065439148626, 'numberOfEvents': 2, 'executionTime': 1.640625, 'maxVelocity': 165.98787465845666, 'drogueTriggerTime': 20.876190476190477, 'drogueInflatedTime': 22.566658696167693, 'drogueInflatedVelocity': 29.789416622939157}
{'outOfRailTime': 0.28649180141767555, 'outOfRailVelocity': 17.38198391102622, 'apogeeTime': 28.22073682049375, 'apogeeAltitude': 3536.102377293575, 'apogeeX': 625.8650059052211, 'apogeeY': 326.51486153719094, 'impactTime': 234.31688167850973, 'impactX': 1166.275110166435, 'impactY': 188.6318582489658, 'impactVelocity': -8.614972585864809, 'initialStaticMargin': 1.790143358350519, 'outOfRailStaticMargin': 1.8354475187704777, 'finalStaticMargin': 2.614733968986649, 'numberOfEvents': 2, 'executionTime': 2.390625, 'maxVelocity': 254.7754564574197, 'drogueTriggerTime': 27.07619047619048, 'drogueInflatedTime': 28.580693666124283, 'drogueInflatedVelocity': 25.204674546885343}
{'outOfRailTime': 0.31260812901163976, 'outOfRailVelocity': 15.897848576965664, 'apogeeTime': 25.797445783301303, 'apogeeAltitude': 2829.516074560649, 'apogeeX': 381.4289298759904, 'apogeeY': 24.447978494707804, 'impactTime': 198.72716993120116, 'impactX': 929.1312567789433, 'impactY': 127.09470814853599, 'impactVelocity': -8.840651942566893, 'initialStaticMargin': 0.7455229190399735, 'outOfRailStaticMargin': 0.796189847025044, 'finalStaticMargin': 1.6167745908709161, 'numberOfEvents': 2, 'executionTime': 2.125, 'maxVelocity': 219.34976992656078, 'drogueTriggerTime': 24.25714285714286, 'drogueInflatedTime': 25.275994360214007, 'drogueInflatedVelocity': 15.840061005130702}
{'outOfRailTime': 0.37695446683979006, 'outOfRailVelocity': 14.626662370585, 'apogeeTime': 22.349218888518028, 'apogeeAltitude': 1962.644667149846, 'apogeeX': 351.7151280651565, 'apogeeY': 105.9585689167202, 'impactTime': 157.42491686335086, 'impactX': 525.6254526238926, 'impactY': 113.55795607081296, 'impactVelocity': -8.78637026442203, 'initialStaticMargin': 1.6713830136021295, 'outOfRailStaticMargin': 1.7383154908110987, 'finalStaticMargin': 2.657544095798246, 'numberOfEvents': 2, 'executionTime': 1.65625, 'maxVelocity': 172.16985417365245, 'drogueTriggerTime': 20.895238095238096, 'drogueInflatedTime': 22.186144616879062, 'drogueInflatedVelocity': 17.589717509210875}
{'outOfRailTime': 0.268692014592012, 'outOfRailVelocity': 19.297054786096297, 'apogeeTime': 28.55966245443374, 'apogeeAltitude': 3744.8048539797946, 'apogeeX': 822.9854191145189, 'apogeeY': 199.9911987643407, 'impactTime': 257.9855790648297, 'impactX': 1543.8908859099515, 'impactY': 176.05040302089964, 'impactVelocity': -7.789504653605325, 'initialStaticMargin': 2.248458499242172, 'outOfRailStaticMargin': 2.29471626122444, 'finalStaticMargin': 3.129636551648555, 'numberOfEvents': 2, 'executionTime': 2.625, 'maxVelocity': 282.7558677640721, 'drogueTriggerTime': 27.08571428571429, 'drogueInflatedTime': 27.34805981401304, 'drogueInflatedVelocity': 30.375065203525736}
{'outOfRailTime': 0.2958889089336359, 'outOfRailVelocity': 17.641426874933586, 'apogeeTime': 28.302482990470036, 'apogeeAltitude': 3497.2287584655633, 'apogeeX': 666.2093404542094, 'apogeeY': 221.2987986557208, 'impactTime': 220.21186994041284, 'impactX': 1240.658994840896, 'impactY': 363.0572773926212, 'impactVelocity': -9.360853619095142, 'initialStaticMargin': 2.293805763323133, 'outOfRailStaticMargin': 2.339873010336116, 'finalStaticMargin': 3.1206510919814487, 'numberOfEvents': 2, 'executionTime': 2.46875, 'maxVelocity': 253.48965849109143, 'drogueTriggerTime': 26.84761904761905, 'drogueInflatedTime': 27.821249635046758, 'drogueInflatedVelocity': 25.518793519851677}
{'outOfRailTime': 0.2747294092161682, 'outOfRailVelocity': 17.521092000971077, 'apogeeTime': 26.54217628735369, 'apogeeAltitude': 3117.475994292179, 'apogeeX': 511.61323837990955, 'apogeeY': 154.29420069917, 'impactTime': 211.3932992588664, 'impactX': 938.7816793943473, 'impactY': 271.9245830339598, 'impactVelocity': -9.1520530662404, 'initialStaticMargin': 2.0494741959835596, 'outOfRailStaticMargin': 2.083239707240788, 'finalStaticMargin': 2.6141699161051335, 'numberOfEvents': 2, 'executionTime': 2.234375, 'maxVelocity': 239.1017209943812, 'drogueTriggerTime': 25.180952380952384, 'drogueInflatedTime': 26.066277656351534, 'drogueInflatedVelocity': 20.50215599111287}
{'outOfRailTime': 0.3571038138879855, 'outOfRailVelocity': 15.13056290348891, 'apogeeTime': 23.529003157831163, 'apogeeAltitude': 2189.3347768764434, 'apogeeX': 388.99650890794294, 'apogeeY': 178.03248077156002, 'impactTime': 156.83235992044362, 'impactX': 561.6772574444476, 'impactY': 287.86706118862975, 'impactVelocity': -9.698440114944885, 'initialStaticMargin': 1.918408502006757, 'outOfRailStaticMargin': 1.9579372964735553, 'finalStaticMargin': 2.5146987329082897, 'numberOfEvents': 2, 'executionTime': 1.671875, 'maxVelocity': 184.79494098975388, 'drogueTriggerTime': 21.857142857142858, 'drogueInflatedTime': 22.684160445959293, 'drogueInflatedVelocity': 20.29494973948434}
{'outOfRailTime': 0.35453645443119375, 'outOfRailVelocity': 15.701526164617258, 'apogeeTime': 26.80064279369643, 'apogeeAltitude': 2917.907971978174, 'apogeeX': 496.755807761932, 'apogeeY': 274.51199551221526, 'impactTime': 206.8864312614772, 'impactX': 642.7347389774276, 'impactY': 267.766752412828, 'impactVelocity': -8.61452005871882, 'initialStaticMargin': 2.2472244805103423, 'outOfRailStaticMargin': 2.28678728720319, 'finalStaticMargin': 2.960950545473549, 'numberOfEvents': 2, 'executionTime': 2.015625, 'maxVelocity': 221.51335580177394, 'drogueTriggerTime': 25.142857142857146, 'drogueInflatedTime': 25.469090045468196, 'drogueInflatedVelocity': 24.34784834144811}
{'outOfRailTime': 0.28998400520546536, 'outOfRailVelocity': 16.852276047648672, 'apogeeTime': 29.37236613751226, 'apogeeAltitude': 3769.4544908251, 'apogeeX': 741.5094826023646, 'apogeeY': 179.87757660402931, 'impactTime': 212.81445528109367, 'impactX': 1779.4535108677137, 'impactY': 318.5384087332156, 'impactVelocity': -10.90029429318176, 'initialStaticMargin': 1.9169264391621876, 'outOfRailStaticMargin': 1.950267910542766, 'finalStaticMargin': 2.565168938093596, 'numberOfEvents': 2, 'executionTime': 2.640625, 'maxVelocity': 262.5974208293271, 'drogueTriggerTime': 28.03809523809524, 'drogueInflatedTime': 29.49168800351504, 'drogueInflatedVelocity': 26.902101979475805}
{'outOfRailTime': 0.30806921923316855, 'outOfRailVelocity': 15.328724721836204, 'apogeeTime': 25.24979818620623, 'apogeeAltitude': 2677.780251633038, 'apogeeX': 588.7272615550396, 'apogeeY': 185.05378711958008, 'impactTime': 172.25672082428696, 'impactX': 899.5733339594456, 'impactY': 147.38769665710294, 'impactVelocity': -9.624729707223036, 'initialStaticMargin': 1.6367113420132793, 'outOfRailStaticMargin': 1.6741472228685705, 'finalStaticMargin': 2.2630246906763305, 'numberOfEvents': 2, 'executionTime': 2.015625, 'maxVelocity': 211.1728911937951, 'drogueTriggerTime': 23.82857142857143, 'drogueInflatedTime': 25.422710839375107, 'drogueInflatedVelocity': 25.113409023099358}
{'outOfRailTime': 0.3062828576996891, 'outOfRailVelocity': 17.376668210814206, 'apogeeTime': 25.611751839531205, 'apogeeAltitude': 2852.2981257975925, 'apogeeX': 533.6302363246155, 'apogeeY': 285.91728555243327, 'impactTime': 212.48535601104592, 'impactX': 845.5106944280288, 'impactY': 136.89819694597662, 'impactVelocity': -8.59172854969771, 'initialStaticMargin': 1.659722971326471, 'outOfRailStaticMargin': 1.710818301057039, 'finalStaticMargin': 2.4849811426817525, 'numberOfEvents': 2, 'executionTime': 2.171875, 'maxVelocity': 225.4088590012128, 'drogueTriggerTime': 24.152380952380955, 'drogueInflatedTime': 25.269758077335887, 'drogueInflatedVelocity': 23.741768142371185}
{'outOfRailTime': 0.3254828010324624, 'outOfRailVelocity': 16.599971925794566, 'apogeeTime': 27.036887748297296, 'apogeeAltitude': 3086.6516317900387, 'apogeeX': 663.4802414610634, 'apogeeY': 217.04196866959825, 'impactTime': 217.52490105969474, 'impactX': 956.5653343035024, 'impactY': 294.85400529983997, 'impactVelocity': -8.440568212685537, 'initialStaticMargin': 2.053536761837787, 'outOfRailStaticMargin': 2.1014380055895603, 'finalStaticMargin': 2.8751564661705435, 'numberOfEvents': 2, 'executionTime': 2.328125, 'maxVelocity': 228.90628012969506, 'drogueTriggerTime': 25.714285714285715, 'drogueInflatedTime': 26.95923909899994, 'drogueInflatedVelocity': 26.709663985380434}
{'outOfRailTime': 0.31866797869615693, 'outOfRailVelocity': 17.031440470921716, 'apogeeTime': 25.784251872215865, 'apogeeAltitude': 2802.713540000032, 'apogeeX': 607.3486961515874, 'apogeeY': 168.94600869346652, 'impactTime': 186.78910429966402, 'impactX': 913.8720608762461, 'impactY': 167.49435240772198, 'impactVelocity': -9.430815279692597, 'initialStaticMargin': 2.4491625405446986, 'outOfRailStaticMargin': 2.496435083361341, 'finalStaticMargin': 3.188878220890182, 'numberOfEvents': 2, 'executionTime': 2.125, 'maxVelocity': 218.56859018871748, 'drogueTriggerTime': 24.23809523809524, 'drogueInflatedTime': 25.03391075748022, 'drogueInflatedVelocity': 25.677831879085936}
{'outOfRailTime': 0.28904950573442567, 'outOfRailVelocity': 17.740933043210834, 'apogeeTime': 29.944231500477706, 'apogeeAltitude': 4060.566026973912, 'apogeeX': 572.4084281346627, 'apogeeY': 144.88218868227688, 'impactTime': 263.9653232041371, 'impactX': 1335.990798203483, 'impactY': 258.13478669489234, 'impactVelocity': -8.266933202154101, 'initialStaticMargin': 1.4639005014644189, 'outOfRailStaticMargin': 1.5186469419171402, 'finalStaticMargin': 2.6061856636513125, 'numberOfEvents': 2, 'executionTime': 2.953125, 'maxVelocity': 282.3095886043346, 'drogueTriggerTime': 28.495238095238097, 'drogueInflatedTime': 29.83465999965494, 'drogueInflatedVelocity': 20.150450262571244}
{'outOfRailTime': 0.2966229480183523, 'outOfRailVelocity': 17.595922532432034, 'apogeeTime': 28.17272958638951, 'apogeeAltitude': 3415.601117947491, 'apogeeX': 636.751951593202, 'apogeeY': 166.4367631400961, 'impactTime': 228.77214736574544, 'impactX': 1163.1069654084495, 'impactY': 51.889139734898876, 'impactVelocity': -8.552780895766668, 'initialStaticMargin': 3.3035657253169646, 'outOfRailStaticMargin': 3.358012168408881, 'finalStaticMargin': 4.243054171366194, 'numberOfEvents': 2, 'executionTime': 2.390625, 'maxVelocity': 246.3597883459466, 'drogueTriggerTime': 26.590476190476192, 'drogueInflatedTime': 27.05870577408085, 'drogueInflatedVelocity': 25.239381800622446}
{'outOfRailTime': 0.33326384761285077, 'outOfRailVelocity': 15.041289293247269, 'apogeeTime': 24.797330961847518, 'apogeeAltitude': 2511.707493545437, 'apogeeX': 587.2765074007034, 'apogeeY': 239.41500707007486, 'impactTime': 182.36854459168177, 'impactX': 697.7513858951089, 'impactY': 129.98941625876773, 'impactVelocity': -8.947704628612232, 'initialStaticMargin': 3.0224321233956926, 'outOfRailStaticMargin': 3.059744553522168, 'finalStaticMargin': 3.6401699412426307, 'numberOfEvents': 2, 'executionTime': 2.046875, 'maxVelocity': 201.93618999167705, 'drogueTriggerTime': 23.514285714285716, 'drogueInflatedTime': 24.77663656755978, 'drogueInflatedVelocity': 26.886535643634748}
{'outOfRailTime': 0.3564876393507129, 'outOfRailVelocity': 13.94835647763977, 'apogeeTime': 26.649582046671515, 'apogeeAltitude': 2788.364926538124, 'apogeeX': 782.4664045822444, 'apogeeY': 152.71049661355528, 'impactTime': 194.46278720047448, 'impactX': 1107.8163532926512, 'impactY': 152.4069622385179, 'impactVelocity': -8.749119952739344, 'initialStaticMargin': 2.5664321946002415, 'outOfRailStaticMargin': 2.610683636921869, 'finalStaticMargin': 3.3775440264259853, 'numberOfEvents': 2, 'executionTime': 2.015625, 'maxVelocity': 206.77851613376907, 'drogueTriggerTime': 25.142857142857146, 'drogueInflatedTime': 26.28031138978417, 'drogueInflatedVelocity': 32.2074931047093}
{'outOfRailTime': 0.27995726233211515, 'outOfRailVelocity': 18.668473017340762, 'apogeeTime': 27.129898290031942, 'apogeeAltitude': 3302.271325455479, 'apogeeX': 663.4584076190345, 'apogeeY': 240.092363803224, 'impactTime': 203.07577622064136, 'impactX': 1011.5561008022423, 'impactY': 81.57549636761098, 'impactVelocity': -9.037151681983495, 'initialStaticMargin': 0.9272286315730025, 'outOfRailStaticMargin': 0.9701445829559764, 'finalStaticMargin': 1.6221593975210724, 'numberOfEvents': 2, 'executionTime': 2.09375, 'maxVelocity': 247.5648794333555, 'drogueTriggerTime': 25.79047619047619, 'drogueInflatedTime': 27.805553464351995, 'drogueInflatedVelocity': 26.525934433269782}
{'outOfRailTime': 0.33149022261378713, 'outOfRailVelocity': 15.326402721577125, 'apogeeTime': 26.51300349841938, 'apogeeAltitude': 2905.5266384547003, 'apogeeX': 537.5730740037023, 'apogeeY': 255.69926614436082, 'impactTime': 210.27017997294882, 'impactX': 844.9469781824522, 'impactY': 101.63212649369444, 'impactVelocity': -8.85561573354315, 'initialStaticMargin': 1.0657351569077669, 'outOfRailStaticMargin': 1.10987210867887, 'finalStaticMargin': 1.8775959294653535, 'numberOfEvents': 2, 'executionTime': 2.296875, 'maxVelocity': 223.1430553535552, 'drogueTriggerTime': 24.857142857142858, 'drogueInflatedTime': 25.058149295636042, 'drogueInflatedVelocity': 25.652755308613067}
{'outOfRailTime': 0.27247458653176704, 'outOfRailVelocity': 19.261208168880426, 'apogeeTime': 28.220417649397305, 'apogeeAltitude': 3686.0969860399446, 'apogeeX': 726.5341721331429, 'apogeeY': 207.76367902798646, 'impactTime': 238.23648802405984, 'impactX': 1719.3430161909482, 'impactY': 387.0338530926498, 'impactVelocity': -7.842126295909512, 'initialStaticMargin': 1.5950126868511676, 'outOfRailStaticMargin': 1.6414042343830078, 'finalStaticMargin': 2.4475894586431437, 'numberOfEvents': 2, 'executionTime': 2.546875, 'maxVelocity': 277.2558319293927, 'drogueTriggerTime': 26.88571428571429, 'drogueInflatedTime': 27.581521295550267, 'drogueInflatedVelocity': 26.73561373887937}
